selected,left,right,elapsed,,,
a_An_B,a_An_B,a_Tr,1.234,,,
a_Co_R,a_Co_R,a_SpCo_G,1.451,,,
a_SpCo_R,a_SpCo_R,a_CC,2.102,,,
a_SatH_R,a_SatH_R,a_SatL_R,3.286,,,
c_Co_B,c_An_G,c_Co_B,1.284,,,
a_An_R,a_An_R,a_Co_G,1.785,,,
a_SpCo_B,a_Co_G,a_SpCo_B,0.934,,,
c_Tr,c_SpCo_G,c_Tr,1.635,,,
c_SpCo_B,c_Co_R,c_SpCo_B,0.784,,,
a_An_B,a_An_B,a_SpCo_G,4.971,,,
a_Co_B,a_Co_B,a_CC,3.487,,,
a_Tr,a_Co_G,a_Tr,1.034,,,
a_SpCo_G,a_SpCo_G,a_Tr,1.785,,,
a_Co_B,a_Co_B,a_SpCo_G,1.284,,,
a_SpCo_R,a_SpCo_R,a_Tr,1.384,,,
c_SpCo_G,c_Co_R,c_SpCo_G,1.418,,,
a_Co_R,a_Co_R,a_Co_B,1.685,,,
a_Co_B,a_Co_B,a_Tr,1.57,,,
a_CC,a_An_G,a_CC,0.816,,,
c_Co_R,c_An_B,c_Co_R,1.068,,,
c_Tr,c_SpCo_R,c_Tr,1.601,,,
c_SpCo_B,c_SpCo_B,c_SpCo_G,0.917,,,
c_Co_B,c_An_R,c_Co_B,1.218,,,
c_SpCo_R,c_Co_B,c_SpCo_R,1.484,,,
c_Co_G,c_An_R,c_Co_G,0.918,,,
a_Co_R,a_An_R,a_Co_R,1.484,,,
a_Tr,a_An_G,a_Tr,1.101,,,
c_Co_B,c_Co_B,c_CC,0.801,,,
a_Co_B,a_An_G,a_Co_B,0.851,,,
c_Co_R,c_An_G,c_Co_R,1.234,,,
c_SatH_B,c_SatH_B,c_SatL_B,3.904,,,
c_SpCo_B,c_An_G,c_SpCo_B,0.784,,,
c_SpCo_G,c_SpCo_G,c_CC,0.734,,,
c_Tr,c_An_G,c_Tr,0.75,,,
c_SpCo_B,c_Co_G,c_SpCo_B,0.701,,,
c_Co_B,c_Co_R,c_Co_B,1.151,,,
a_Co_R,a_Co_R,a_Co_G,1.034,,,
c_An_B,c_An_B,c_SpCo_G,2.369,,,
a_SpCo_B,a_An_G,a_SpCo_B,0.584,,,
a_Co_B,a_Co_B,a_Co_G,0.9,,,
c_CC,c_An_B,c_CC,0.868,,,
a_Co_G,a_An_G,a_Co_G,2.085,,,
c_Co_G,c_Co_G,c_CC,0.8,,,
c_SpCo_B,c_SpCo_R,c_SpCo_B,0.718,,,
a_SpCo_R,a_An_G,a_SpCo_R,1.367,,,
c_An_G,c_An_R,c_An_G,1.452,,,
a_Tr,a_CC,a_Tr,0.7,,,
c_SpCo_R,c_SpCo_R,c_CC,0.735,,,
c_SpCo_R,c_An_R,c_SpCo_R,0.651,,,
c_Co_G,c_An_G,c_Co_G,1.684,,,
c_SpCo_R,c_An_G,c_SpCo_R,0.884,,,
c_SpCo_B,c_Co_B,c_SpCo_B,0.834,,,
c_SpCo_B,c_SpCo_B,c_CC,0.701,,,
c_Tr,c_CC,c_Tr,1.384,,,
c_Cool,c_Warm,c_Cool,6.472,,,
c_CC,c_An_R,c_CC,1.385,,,
a_CC,a_Co_G,a_CC,2.101,,,
c_SatL_G,c_SatH_G,c_SatL_G,2.003,,,
a_Co_R,a_An_G,a_Co_R,1.184,,,
a_An_G,a_An_R,a_An_G,2.436,,,
c_Co_R,c_Co_R,c_Co_G,1.151,,,
a_An_R,a_An_R,a_CC,1.634,,,
c_An_B,c_An_B,c_An_G,1.101,,,
c_SpCo_B,c_An_B,c_SpCo_B,0.701,,,
a_Co_B,a_An_R,a_Co_B,1.284,,,
c_SpCo_B,c_SpCo_B,c_Tr,0.884,,,
c_Tr,c_Co_R,c_Tr,1.501,,,
c_SpCo_G,c_An_G,c_SpCo_G,1.268,,,
c_Tr,c_Co_G,c_Tr,1.384,,,
c_An_B,c_An_B,c_Co_G,2.987,,,
c_SpCo_R,c_SpCo_R,c_SpCo_G,2.085,,,
a_An_B,a_An_B,a_An_G,1.184,,,
c_SpCo_G,c_An_R,c_SpCo_G,0.818,,,
a_SatL_G,a_SatH_G,a_SatL_G,2.018,,,
c_Co_R,c_An_R,c_Co_R,1.401,,,
a_Co_R,a_Co_R,a_Tr,1.084,,,
a_SpCo_R,a_SpCo_R,a_SpCo_G,1.568,,,
a_An_B,a_An_B,a_Co_G,2.285,,,
c_SpCo_G,c_Co_B,c_SpCo_G,3.72,,,
a_Cool,a_Warm,a_Cool,2.453,,,
a_SpCo_B,a_SpCo_B,a_CC,0.917,,,
c_Tr,c_Co_B,c_Tr,1.318,,,
a_SpCo_B,a_SpCo_B,a_Tr,0.851,,,
c_SpCo_B,c_An_R,c_SpCo_B,0.767,,,
a_An_R,a_An_R,a_SpCo_G,1.702,,,
a_Co_B,a_An_B,a_Co_B,1.434,,,
a_Co_R,a_Co_R,a_CC,1.818,,,
a_SpCo_R,a_An_R,a_SpCo_R,0.768,,,
c_SatH_R,c_SatH_R,c_SatL_R,2.185,,,
a_SpCo_R,a_Co_G,a_SpCo_R,2.385,,,
c_SpCo_R,c_Co_R,c_SpCo_R,0.1,,,
a_SpCo_B,a_An_R,a_SpCo_B,2.603,,,
c_An_R,c_An_R,c_An_B,0.817,,,
c_SpCo_G,c_Co_G,c_SpCo_G,1.085,,,
c_Tr,c_An_R,c_Tr,0.717,,,
c_CC,c_An_G,c_CC,1.167,,,
a_Tr,a_An_R,a_Tr,1.935,,,
c_SpCo_B,c_SpCo_G,c_SpCo_B,0.768,,,
c_Tr,c_Tr,c_An_R,3.736,,,
a_SpCo_B,a_SpCo_B,a_SpCo_R,0.784,,,
a_Co_R,a_Co_R,a_An_G,1.001,,,
c_SpCo_R,c_SpCo_R,c_Co_R,3.002,,,
c_An_R,c_Co_G,c_An_R,1.719,,,
a_An_B,a_SpCo_G,a_An_B,1.952,,,
a_SpCo_B,a_SpCo_G,a_SpCo_B,0.75,,,
c_CC,c_CC,c_Co_G,2.235,,,
c_CC,c_CC,c_An_G,0.868,,,
c_SpCo_R,c_CC,c_SpCo_R,1.167,,,
c_CC,c_CC,c_An_B,0.718,,,
c_SpCo_G,c_SpCo_G,c_Co_G,2.035,,,
c_SatL_G,c_SatL_G,c_SatH_G,1.217,,,
a_SpCo_R,a_SpCo_G,a_SpCo_R,5.805,,,
c_SpCo_B,c_SpCo_B,c_An_B,0.718,,,
c_SpCo_G,c_SpCo_G,c_SpCo_R,1.001,,,
a_SpCo_G,a_CC,a_SpCo_G,1.101,,,
a_SpCo_G,a_SpCo_G,a_An_R,0.784,,,
c_SpCo_G,c_SpCo_G,c_An_B,0.901,,,
a_SatH_R,a_SatL_R,a_SatH_R,1.784,,,
c_CC,c_CC,c_Co_B,0.784,,,
c_Co_B,c_SpCo_G,c_Co_B,1.902,,,
c_An_B,c_Co_G,c_An_B,2.819,,,
a_Tr,a_Tr,a_SpCo_G,1.484,,,
a_Co_R,a_Co_R,a_An_B,0.968,,,
a_Co_B,a_Co_B,a_An_R,5.589,,,
a_Tr,a_Tr,a_An_G,0.984,,,
c_SpCo_B,c_SpCo_B,c_Co_B,0.9,,,
c_Co_B,c_Co_B,c_An_R,1.201,,,
a_SatH_B,a_SatL_B,a_SatH_B,2.119,,,
a_Tr,a_Tr,a_Co_B,2.235,,,
a_Co_B,a_Co_G,a_Co_B,1.134,,,
a_CC,a_CC,a_Co_B,3.987,,,
a_Tr,a_Tr,a_An_B,1.518,,,
a_SpCo_B,a_CC,a_SpCo_B,0.65,,,
c_SpCo_B,c_CC,c_SpCo_B,0.702,,,
c_Co_B,c_Co_B,c_An_B,3.286,,,
c_Co_B,c_Tr,c_Co_B,0.6,,,
c_An_B,c_An_B,c_An_R,1.518,,,
c_SpCo_B,c_SpCo_B,c_An_R,0.784,,,
c_Tr,c_Tr,c_SpCo_G,3.386,,,
a_Warm,a_Cool,a_Warm,1.001,,,
a_Co_B,a_SpCo_R,a_Co_B,4.337,,,
c_SpCo_R,c_SpCo_R,c_Co_B,1.084,,,
c_Tr,c_Tr,c_CC,1.067,,,
c_Tr,c_Tr,c_An_G,0.852,,,
a_An_B,a_Co_G,a_An_B,1.651,,,
a_Co_R,a_Co_B,a_Co_R,1.368,,,
c_SpCo_B,c_SpCo_B,c_Co_G,0.818,,,
c_SatH_B,c_SatL_B,c_SatH_B,3.135,,,
c_Co_B,c_Co_B,c_Co_R,1.685,,,
c_Tr,c_Tr,c_Co_G,1.334,,,
a_SpCo_R,a_SpCo_R,a_An_R,1.835,,,
c_SpCo_G,c_SpCo_G,c_An_G,0.951,,,
c_SpCo_R,c_SpCo_R,c_An_G,0.851,,,
a_An_R,a_Co_G,a_An_R,1.151,,,
c_Co_R,c_Co_R,c_An_G,0.951,,,
a_SpCo_B,a_SpCo_B,a_Co_B,0.967,,,
c_Co_B,c_Co_B,c_An_G,0.835,,,
c_SpCo_B,c_SpCo_B,c_Co_R,1.034,,,
c_CC,c_CC,c_Co_R,1.718,,,
a_SpCo_R,a_SpCo_R,a_An_B,1.551,,,
a_SpCo_R,a_SpCo_R,a_Co_R,2.586,,,
c_Tr,c_Tr,c_An_B,0.967,,,
a_SpCo_B,a_SpCo_B,a_An_B,0.851,,,
a_Tr,a_Tr,a_Co_R,1.785,,,
a_Co_G,a_Co_G,a_An_G,2.118,,,
a_SpCo_G,a_SpCo_G,a_Co_G,1.918,,,
c_An_R,c_An_G,c_An_R,3.321,,,
a_Co_R,a_Co_R,a_An_R,0.95,,,
c_CC,c_CC,c_An_R,0.851,,,
c_SpCo_G,c_SpCo_G,c_An_R,1.218,,,
a_SpCo_R,a_CC,a_SpCo_R,2.302,,,
a_SpCo_R,a_Tr,a_SpCo_R,1.634,,,
a_SpCo_R,a_SpCo_R,a_Co_G,1.552,,,
a_SpCo_G,a_SpCo_G,a_An_G,1.2,,,
c_Co_R,c_Co_R,c_An_R,1.035,,,
a_Co_R,a_SpCo_G,a_Co_R,1.317,,,
c_Cool,c_Cool,c_Warm,2.669,,,
a_Co_R,a_Co_G,a_Co_R,5.923,,,
c_An_G,c_An_G,c_An_B,0.717,,,
a_SpCo_B,a_Tr,a_SpCo_B,0.734,,,
a_CC,a_CC,a_Co_R,1.267,,,
c_SpCo_R,c_SpCo_R,c_Co_G,0.835,,,
c_SpCo_B,c_SpCo_B,c_An_G,0.717,,,
a_An_R,a_Tr,a_An_R,1.484,,,
a_SpCo_B,a_SpCo_B,a_Co_R,0.784,,,
c_An_B,c_Co_R,c_An_B,1.652,,,
c_Co_B,c_Co_G,c_Co_B,1.251,,,
a_CC,a_CC,a_An_R,1.201,,,
a_An_R,a_An_G,a_An_R,2.836,,,
c_CC,c_CC,c_SpCo_G,1.184,,,
c_Co_R,c_Co_G,c_Co_R,1.118,,,
c_Tr,c_Tr,c_Co_R,0.701,,,
a_Tr,a_Tr,a_CC,1.05,,,
c_SpCo_R,c_SpCo_R,c_An_R,0.801,,,
c_Co_R,c_SpCo_G,c_Co_R,0.601,,,
c_SpCo_R,c_SpCo_R,c_An_B,0.617,,,
a_Co_B,a_Co_B,a_An_G,0.984,,,
a_Co_B,a_SpCo_G,a_Co_B,0.717,,,
a_SatL_G,a_SatL_G,a_SatH_G,1.068,,,
a_CC,a_CC,a_An_G,0.834,,,
c_SpCo_B,c_Tr,c_SpCo_B,0.767,,,
a_SpCo_R,a_SpCo_R,a_An_G,0.851,,,
a_Tr,a_Tr,a_Co_G,0.95,,,
a_Co_B,a_Co_B,a_An_B,0.718,,,
a_An_R,a_An_B,a_An_R,0.583,,,
c_Co_G,c_Co_G,c_An_G,1.068,,,
a_SpCo_B,a_SpCo_B,a_An_R,0.717,,,
a_SpCo_B,a_SpCo_B,a_Co_G,0.801,,,
c_SpCo_R,c_Tr,c_SpCo_R,1.352,,,
a_CC,a_CC,a_An_B,1.868,,,
c_SatH_R,c_SatL_R,c_SatH_R,1.301,,,
a_CC,a_CC,a_Co_G,0.784,,,
a_An_B,a_An_G,a_An_B,1.418,,,
c_SpCo_B,c_SpCo_B,c_SpCo_R,0.817,,,
a_SpCo_B,a_SpCo_B,a_An_G,1.134,,,
c_Cool,c_Warm,c_Cool,0,,,
a_SpCo_B,a_Co_G,a_SpCo_B,2.002,,,
c_Co_R,c_Co_R,c_SpCo_B,1.434,,,
a_Tr,a_An_G,a_Tr,2.969,,,
a_Cool,a_Warm,a_Cool,1.635,,,
c_An_B,c_An_B,c_An_G,5.655,,,
c_Tr,c_An_B,c_Tr,1.235,,,
a_Tr,a_Co_R,a_Tr,1.201,,,
a_CC,a_Co_B,a_CC,1.234,,,
c_Co_B,c_An_G,c_Co_B,2.035,,,
c_An_B,c_An_B,c_CC,2.419,,,
c_SpCo_R,c_SpCo_R,c_SpCo_B,1.217,,,
a_An_R,a_An_R,a_Co_B,2.252,,,
a_SpCo_G,a_SpCo_G,a_CC,4.17,,,
a_SpCo_R,a_Co_R,a_SpCo_R,1.185,,,
a_An_R,a_An_R,a_SpCo_B,1.318,,,
a_SpCo_B,a_SpCo_B,a_SpCo_G,3.186,,,
c_Co_R,c_An_B,c_Co_R,1.918,,,
c_SpCo_R,c_SpCo_R,c_Tr,0.934,,,
a_Co_G,a_An_G,a_Co_G,0.884,,,
c_An_R,c_An_R,c_An_B,3.019,,,
c_CC,c_An_G,c_CC,2.753,,,
c_An_R,c_An_R,c_SpCo_G,0.834,,,
c_SpCo_R,c_SpCo_R,c_SpCo_G,0.884,,,
c_SpCo_G,c_SpCo_B,c_SpCo_G,1.201,,,
a_SpCo_G,a_SpCo_G,a_Tr,2.92,,,
c_Co_B,c_Co_B,c_SpCo_B,1.868,,,
a_An_G,a_An_G,a_Co_R,8.707,,,
a_Tr,a_Co_G,a_Tr,1.985,,,
c_SpCo_R,c_Co_B,c_SpCo_R,1.534,,,
a_SpCo_G,a_Co_G,a_SpCo_G,2.236,,,
c_SpCo_G,c_An_B,c_SpCo_G,1.385,,,
c_An_R,c_An_R,c_SpCo_B,2.018,,,
c_Co_R,c_Co_R,c_Tr,1.451,,,
c_Tr,c_SpCo_G,c_Tr,3.887,,,
a_SatH_R,a_SatH_R,a_SatL_R,1.334,,,
a_An_B,a_An_B,a_Co_G,5.355,,,
a_An_B,a_An_B,a_An_G,1.752,,,
c_Co_G,c_Co_G,c_SpCo_B,1.534,,,
c_Co_G,c_An_G,c_Co_G,1.185,,,
c_Tr,c_SpCo_B,c_Tr,0.934,,,
c_Tr,c_CC,c_Tr,0.884,,,
c_Tr,c_Co_B,c_Tr,0.967,,,
c_Tr,c_An_G,c_Tr,2.486,,,
a_An_G,a_An_G,a_SpCo_B,2.035,,,
a_An_R,a_An_R,a_Co_R,1.918,,,
a_CC,a_An_R,a_CC,2.335,,,
c_Co_B,c_Co_B,c_CC,1.451,,,
a_SpCo_B,a_SpCo_B,a_Tr,4.188,,,
a_Co_R,a_Co_R,a_Co_B,1.785,,,
a_Tr,a_CC,a_Tr,1.501,,,
c_SpCo_B,c_An_B,c_SpCo_B,2.118,,,
a_SpCo_R,a_SpCo_R,a_SpCo_G,1.051,,,
c_Co_G,c_Co_B,c_Co_G,1.151,,,
c_SpCo_G,c_An_G,c_SpCo_G,1.818,,,
a_SpCo_G,a_An_R,a_SpCo_G,1.585,,,
a_Tr,a_An_R,a_Tr,2.452,,,
c_SpCo_R,c_SpCo_R,c_CC,0.751,,,
a_SpCo_G,a_An_G,a_SpCo_G,1.585,,,
c_Co_G,c_Co_G,c_CC,0.867,,,
c_An_G,c_An_G,c_SpCo_B,2.469,,,
c_SpCo_G,c_Co_G,c_SpCo_G,2.502,,,
a_An_B,a_An_B,a_Co_B,2.702,,,
a_Co_R,a_Co_R,a_Co_G,0.984,,,
c_SpCo_R,c_An_G,c_SpCo_R,0.784,,,
c_Co_R,c_Co_R,c_SpCo_R,1.118,,,
c_SpCo_R,c_An_R,c_SpCo_R,1.785,,,
a_Tr,a_Co_B,a_Tr,1.951,,,
c_Co_R,c_Co_R,c_Co_B,1.136,,,
a_Co_R,a_Co_R,a_CC,1,,,
c_Co_R,c_Co_R,c_SpCo_G,0.734,,,
c_SpCo_R,c_An_B,c_SpCo_R,0.734,,,
a_An_B,a_An_B,a_Tr,2.118,,,
a_SpCo_R,a_An_R,a_SpCo_R,0.935,,,
a_SatL_G,a_SatH_G,a_SatL_G,1.501,,,
c_Co_G,c_An_R,c_Co_G,1.001,,,
c_Co_R,c_An_G,c_Co_R,0.917,,,
a_SpCo_G,a_An_B,a_SpCo_G,2.952,,,
a_SpCo_R,a_An_B,a_SpCo_R,0.701,,,
a_SpCo_R,a_SpCo_R,a_SpCo_B,1.051,,,
a_SpCo_R,a_Co_G,a_SpCo_R,0.884,,,
c_SpCo_G,c_Co_B,c_SpCo_G,1.301,,,
c_Co_R,c_Co_R,c_CC,0.851,,,
c_Co_G,c_An_B,c_Co_G,0.868,,,
a_An_G,a_An_R,a_An_G,1.535,,,
a_An_B,a_An_B,a_SpCo_B,1.017,,,
c_SatL_R,c_SatH_R,c_SatL_R,1.551,,,
a_An_G,a_An_G,a_CC,1.818,,,
c_SatL_G,c_SatH_G,c_SatL_G,2.219,,,
a_SpCo_R,a_SpCo_R,a_CC,0.817,,,
c_SpCo_B,c_SpCo_B,c_CC,6.405,,,
a_SpCo_B,a_SpCo_B,a_CC,1.452,,,
c_Co_R,c_An_R,c_Co_R,0.918,,,
a_Co_G,a_Co_B,a_Co_G,0.884,,,
a_SpCo_R,a_An_G,a_SpCo_R,0.967,,,
a_SpCo_G,a_Co_B,a_SpCo_G,1.835,,,
a_Co_R,a_Co_R,a_SpCo_B,0.851,,,
a_Co_B,a_Co_B,a_SpCo_B,1.534,,,
c_Co_B,c_An_R,c_Co_B,0.818,,,
c_SpCo_R,c_Co_G,c_SpCo_R,0.767,,,
c_An_R,c_An_R,c_CC,0.867,,,
a_Co_G,a_An_R,a_Co_G,0.918,,,
a_SpCo_R,a_SpCo_R,a_Tr,1.768,,,
c_SpCo_G,c_SpCo_G,c_CC,2.185,,,
c_An_R,c_An_R,c_An_G,2.519,,,
c_An_B,c_An_B,c_Co_B,1.452,,,
a_SpCo_R,a_Co_B,a_SpCo_R,0.984,,,
a_An_B,a_An_B,a_CC,0.851,,,
c_Co_R,c_Co_R,c_Co_G,0.784,,,
c_Co_G,c_Co_G,c_Tr,1.334,,,
a_An_B,a_An_R,a_An_B,0.834,,,
a_Co_R,a_Co_R,a_SpCo_G,0.684,,,
c_Tr,c_An_R,c_Tr,0.851,,,
a_SatL_B,a_SatH_B,a_SatL_B,2.385,,,
a_Co_G,a_Co_G,a_CC,1.017,,,
a_An_B,a_An_B,a_Co_R,3.02,,,
a_An_G,a_An_G,a_Co_B,3.319,,,
c_SatL_B,c_SatH_B,c_SatL_B,1.002,,,
a_Tr,a_Tr,a_Co_G,0.85,,,
a_SpCo_R,a_SpCo_R,a_An_G,0.784,,,
c_Co_G,c_Co_G,c_Co_B,0.951,,,
a_Co_R,a_Co_B,a_Co_R,1.218,,,
c_SpCo_G,c_SpCo_G,c_Co_G,2.485,,,
a_Co_R,a_Co_R,a_An_G,2.285,,,
c_Tr,c_Tr,c_CC,0.918,,,
c_SpCo_G,c_CC,c_SpCo_G,0.667,,,
c_Co_R,c_Co_G,c_Co_R,2.385,,,
a_Co_R,a_CC,a_Co_R,0.717,,,
c_An_B,c_An_B,c_An_R,0.701,,,
a_An_G,a_CC,a_An_G,0.734,,,
c_Co_G,c_Co_G,c_An_G,0.984,,,
c_SpCo_R,c_SpCo_B,c_SpCo_R,0.751,,,
c_SpCo_R,c_SpCo_R,c_Co_G,1.101,,,
a_Co_R,a_SpCo_G,a_Co_R,1.352,,,
c_SpCo_G,c_SpCo_G,c_An_R,0.8,,,
a_SpCo_R,a_CC,a_SpCo_R,0.901,,,
a_SpCo_G,a_SpCo_G,a_An_R,1.101,,,
c_Tr,c_Tr,c_An_B,1.167,,,
c_Co_R,c_SpCo_G,c_Co_R,0.668,,,
a_Co_G,a_SpCo_B,a_Co_G,1.618,,,
c_Co_B,c_Co_B,c_An_R,0.7,,,
a_An_B,a_Co_G,a_An_B,1.201,,,
a_SpCo_R,a_SpCo_R,a_Co_B,0.701,,,
a_SpCo_G,a_SpCo_G,a_Co_B,1.484,,,
a_SatL_G,a_SatL_G,a_SatH_G,1.001,,,
c_Co_G,c_Co_G,c_An_R,1.001,,,
c_An_B,c_CC,c_An_B,0.917,,,
c_Co_G,c_Tr,c_Co_G,2.002,,,
c_SpCo_B,c_SpCo_B,c_Co_B,1.385,,,
c_Co_B,c_Co_B,c_An_B,1.235,,,
c_An_G,c_Tr,c_An_G,1.134,,,
a_SpCo_G,a_SpCo_G,a_SpCo_B,1.034,,,
a_Co_G,a_CC,a_Co_G,0.817,,,
a_Cool,a_Cool,a_Warm,1.068,,,
c_An_R,c_SpCo_B,c_An_R,1.468,,,
c_Co_R,c_Co_R,c_An_R,0.734,,,
c_SpCo_R,c_SpCo_R,c_Co_B,0.917,,,
c_Co_R,c_Co_R,c_An_B,0.834,,,
c_SpCo_R,c_SpCo_G,c_SpCo_R,0.884,,,
c_SpCo_R,c_CC,c_SpCo_R,1.068,,,
c_SatL_B,c_SatL_B,c_SatH_B,1.184,,,
a_Tr,a_Tr,a_An_G,0.817,,,
c_Tr,c_Tr,c_An_R,0.918,,,
c_SpCo_R,c_SpCo_R,c_Co_R,3.487,,,
c_Co_R,c_Co_R,c_An_G,0.7,,,
a_An_B,a_Co_B,a_An_B,1.301,,,
a_SpCo_R,a_Tr,a_SpCo_R,0.718,,,
a_An_G,a_An_G,a_An_B,1.784,,,
a_Co_B,a_SpCo_B,a_Co_B,1.418,,,
c_An_G,c_An_G,c_An_B,1.201,,,
a_An_B,a_SpCo_G,a_An_B,2.536,,,
c_SpCo_G,c_SpCo_G,c_An_G,0.7,,,
a_SpCo_G,a_Tr,a_SpCo_G,1.101,,,
c_Co_G,c_CC,c_Co_G,0.817,,,
a_An_G,a_An_G,a_An_R,0.651,,,
c_Co_G,c_SpCo_B,c_Co_G,0.484,,,
c_Co_G,c_Co_G,c_An_B,0.617,,,
c_Co_R,c_CC,c_Co_R,0.517,,,
c_SpCo_R,c_SpCo_R,c_An_G,0.517,,,
a_Co_B,a_Co_B,a_An_R,0.667,,,
a_SpCo_G,a_SpCo_G,a_Co_G,2.436,,,
c_Tr,c_Tr,c_Co_B,1.201,,,
c_An_G,c_CC,c_An_G,0.784,,,
a_SpCo_R,a_SpCo_B,a_SpCo_R,0.884,,,
a_SpCo_R,a_SpCo_R,a_An_R,0.584,,,
c_Cool,c_Cool,c_Warm,4.12,,,
c_SpCo_G,c_Tr,c_SpCo_G,1.752,,,
c_Co_B,c_Co_B,c_An_G,0.784,,,
a_Co_R,a_Co_R,a_An_R,1.084,,,
c_SpCo_B,c_CC,c_SpCo_B,0.6,,,
a_Co_R,a_Co_R,a_An_B,1.134,,,
a_SpCo_G,a_SpCo_G,a_An_G,0.868,,,
a_SpCo_R,a_SpCo_R,a_Co_R,1.001,,,
c_An_B,c_SpCo_B,c_An_B,0.934,,,
a_Co_R,a_Co_G,a_Co_R,1.435,,,
a_Co_G,a_Co_G,a_Co_B,1.168,,,
a_SpCo_B,a_CC,a_SpCo_B,0.901,,,
c_SpCo_R,c_SpCo_R,c_An_B,0.784,,,
a_Tr,a_Tr,a_An_B,1.167,,,
a_SpCo_B,a_Tr,a_SpCo_B,0.634,,,
a_CC,a_CC,a_An_R,2.552,,,
a_An_G,a_SpCo_B,a_An_G,1.435,,,
c_SpCo_G,c_SpCo_G,c_Co_B,3.686,,,
a_SpCo_G,a_CC,a_SpCo_G,0.8,,,
a_An_R,a_SpCo_B,a_An_R,1.335,,,
a_An_B,a_CC,a_An_B,1.652,,,
a_An_R,a_Co_G,a_An_R,2.302,,,
c_SpCo_R,c_Tr,c_SpCo_R,0.934,,,
c_Tr,c_Tr,c_SpCo_B,0.801,,,
c_SatL_G,c_SatL_G,c_SatH_G,1.851,,,
c_SpCo_G,c_SpCo_G,c_An_B,1.018,,,
c_An_G,c_SpCo_B,c_An_G,1.201,,,
a_SatL_R,a_SatL_R,a_SatH_R,0.967,,,
c_SpCo_G,c_SpCo_G,c_SpCo_B,0.934,,,
a_CC,a_CC,a_Co_B,0.784,,,
c_Co_R,c_Tr,c_Co_R,1.168,,,
a_SpCo_R,a_SpCo_R,a_An_B,1.017,,,
c_SatL_R,c_SatL_R,c_SatH_R,0.918,,,
a_SpCo_R,a_SpCo_G,a_SpCo_R,4.521,,,
c_Co_R,c_SpCo_B,c_Co_R,0.934,,,
c_Co_B,c_CC,c_Co_B,0.801,,,
a_An_B,a_SpCo_B,a_An_B,0.967,,,
c_An_G,c_An_G,c_An_R,0.734,,,
a_Co_B,a_Tr,a_Co_B,0.701,,,
a_SpCo_R,a_SpCo_R,a_Co_G,1.051,,,
c_Co_R,c_Co_B,c_Co_R,0.834,,,
c_SpCo_R,c_SpCo_R,c_An_R,0.717,,,
a_Tr,a_Tr,a_An_R,2.852,,,
a_Co_R,a_Tr,a_Co_R,0.684,,,
a_An_B,a_An_B,a_An_R,0.667,,,
a_SatL_B,a_SatL_B,a_SatH_B,1.635,,,
a_Tr,a_Tr,a_CC,0.951,,,
c_An_R,c_CC,c_An_R,0.65,,,
a_An_G,a_Co_B,a_An_G,1.318,,,
a_Co_R,a_SpCo_B,a_Co_R,0.867,,,
a_An_G,a_Co_G,a_An_G,1.069,,,
c_Co_G,c_An_R,c_Co_G,0,,,
a_SatL_R,a_SatH_R,a_SatL_R,3.286,,,
c_Tr,c_Co_R,c_Tr,2.618,,,
a_Co_R,a_Co_R,a_CC,2.636,,,
a_CC,a_An_R,a_CC,2.953,,,
a_SpCo_R,a_Co_B,a_SpCo_R,2.636,,,
c_An_B,c_An_B,c_CC,1.851,,,
c_SpCo_R,c_An_B,c_SpCo_R,1.184,,,
a_Co_B,a_Co_B,a_SpCo_G,2.069,,,
c_Tr,c_SpCo_G,c_Tr,1.751,,,
a_SpCo_B,a_An_G,a_SpCo_B,1.735,,,
a_Co_G,a_An_G,a_Co_G,3.77,,,
a_An_B,a_An_B,a_Co_R,1.802,,,
c_Co_R,c_An_B,c_Co_R,1.551,,,
a_SpCo_G,a_An_G,a_SpCo_G,1.685,,,
a_CC,a_SpCo_G,a_CC,2.986,,,
a_An_B,a_An_B,a_Tr,3.703,,,
c_Co_B,c_Co_B,c_SpCo_G,1.034,,,
c_Co_B,c_Co_B,c_CC,0.951,,,
a_An_R,a_An_R,a_Co_G,1.851,,,
a_SpCo_B,a_An_B,a_SpCo_B,1.468,,,
a_Tr,a_SpCo_R,a_Tr,2.203,,,
a_SpCo_R,a_Co_R,a_SpCo_R,1.451,,,
c_Co_B,c_Co_B,c_Tr,1.201,,,
c_Tr,c_Co_G,c_Tr,1.868,,,
a_Co_G,a_An_B,a_Co_G,3.636,,,
c_Co_G,c_An_G,c_Co_G,1.135,,,
a_An_B,a_An_B,a_SpCo_G,1.968,,,
c_SpCo_G,c_An_G,c_SpCo_G,0.917,,,
a_An_B,a_An_R,a_An_B,2.486,,,
c_An_B,c_An_B,c_Tr,0.834,,,
a_SpCo_B,a_SpCo_R,a_SpCo_B,1.401,,,
c_SpCo_R,c_An_G,c_SpCo_R,2.102,,,
c_Co_R,c_Co_R,c_SpCo_G,1.335,,,
a_Co_R,a_An_R,a_Co_R,1.268,,,
a_Co_R,a_Co_R,a_Tr,1.467,,,
c_SpCo_B,c_SpCo_R,c_SpCo_B,2.502,,,
a_SpCo_R,a_An_R,a_SpCo_R,1.168,,,
c_SpCo_G,c_Co_G,c_SpCo_G,3.036,,,
a_Co_B,a_Co_B,a_SpCo_B,1.501,,,
a_Cool,a_Warm,a_Cool,0.984,,,
a_Co_B,a_Co_B,a_Co_G,1.485,,,
