selected,left,right,elapsed,,,
c_Tr,c_Co_G,c_Tr,1.518,,,
a_An_R,a_An_R,a_An_B,4.288,,,
c_An_R,c_An_R,c_Co_B,1.651,,,
a_SpCo_G,a_Co_G,a_SpCo_G,5.071,,,
a_SpCo_G,a_An_G,a_SpCo_G,1.518,,,
a_SpCo_G,a_Co_B,a_SpCo_G,2.152,,,
c_An_G,c_An_G,c_SpCo_B,5.889,,,
c_SpCo_G,c_SpCo_G,c_Tr,4.937,,,
a_SpCo_B,a_Co_B,a_SpCo_B,2.569,,,
a_Co_B,a_An_G,a_Co_B,5.454,,,
c_CC,c_SpCo_G,c_CC,1.068,,,
c_SpCo_B,c_Co_B,c_SpCo_B,13.044,,,
a_Tr,a_An_B,a_Tr,10.21,,,
a_SpCo_B,a_SpCo_B,a_Tr,0.867,,,
c_An_B,c_An_B,c_An_G,1.051,,,
c_SpCo_R,c_SpCo_R,c_SpCo_G,1.401,,,
a_SpCo_R,a_Co_B,a_SpCo_R,1.618,,,
c_Tr,c_Co_B,c_Tr,1.201,,,
c_CC,c_Co_B,c_CC,0.751,,,
c_Co_G,c_An_B,c_Co_G,3.002,,,
a_An_R,a_An_R,a_An_G,4.221,,,
a_CC,a_CC,a_Tr,8.323,,,
c_Co_R,c_An_G,c_Co_R,1.985,,,
a_SpCo_B,a_SpCo_R,a_SpCo_B,1.068,,,
a_SpCo_R,a_An_B,a_SpCo_R,9.058,,,
a_SpCo_R,a_Co_R,a_SpCo_R,1.301,,,
a_An_B,a_An_B,a_Co_R,6.405,,,
a_Co_B,a_An_B,a_Co_B,2.152,,,
a_SpCo_R,a_An_R,a_SpCo_R,4.688,,,
c_An_B,c_An_B,c_Co_R,3.219,,,
c_SatL_G,c_SatH_G,c_SatL_G,1.101,,,
c_Tr,c_An_R,c_Tr,2.185,,,
a_An_R,a_An_R,a_Co_G,10.442,,,
a_SpCo_B,a_SpCo_B,a_SpCo_G,1.052,,,
a_SpCo_B,a_An_B,a_SpCo_B,1.301,,,
a_SpCo_B,a_An_R,a_SpCo_B,1.401,,,
a_SatL_R,a_SatH_R,a_SatL_R,6.305,,,
a_SpCo_R,a_An_G,a_SpCo_R,1.602,,,
a_CC,a_An_R,a_CC,1.601,,,
c_SpCo_B,c_SpCo_R,c_SpCo_B,1.117,,,
a_CC,a_An_G,a_CC,1.051,,,
a_Co_B,a_Co_B,a_Co_G,2.603,,,
c_An_G,c_An_G,c_Tr,1.768,,,
a_SpCo_G,a_An_B,a_SpCo_G,5.221,,,
c_SpCo_B,c_An_B,c_SpCo_B,0.884,,,
a_Tr,a_Co_R,a_Tr,7.707,,,
c_Co_G,c_Co_R,c_Co_G,0.984,,,
a_SpCo_R,a_SpCo_R,a_SpCo_G,1.936,,,
a_SpCo_B,a_SpCo_B,a_CC,1.634,,,
a_SatL_B,a_SatH_B,a_SatL_B,2.169,,,
c_SpCo_B,c_SpCo_B,c_SpCo_G,1.367,,,
a_SpCo_G,a_An_R,a_SpCo_G,2.536,,,
c_SpCo_G,c_An_G,c_SpCo_G,1.151,,,
a_SpCo_G,a_SpCo_G,a_An_G,1.501,,,
c_Tr,c_Tr,c_Co_G,1.184,,,
a_CC,a_CC,a_An_B,4.654,,,
a_SatL_R,a_SatL_R,a_SatH_R,2.086,,,
c_An_B,c_Tr,c_An_B,0.884,,,
a_Tr,a_Tr,a_SpCo_R,5.037,,,
c_Co_G,c_CC,c_Co_G,0.851,,,
a_SpCo_B,a_SpCo_B,a_Co_B,2.469,,,
a_CC,a_CC,a_An_G,1.685,,,
c_SpCo_R,c_SpCo_R,c_Co_B,1.067,,,
a_Tr,a_Tr,a_Co_G,1.084,,,
a_CC,a_CC,a_SpCo_G,33.413,,,
a_An_B,a_Co_G,a_An_B,2.135,,,
c_Co_R,c_Co_R,c_An_G,1.384,,,
c_Co_G,c_Co_G,c_An_R,1.069,,,
a_SpCo_R,a_SpCo_G,a_SpCo_R,1.134,,,
c_SpCo_B,c_Tr,c_SpCo_B,0.817,,,
a_Co_R,a_Co_G,a_Co_R,1.852,,,
a_An_R,a_Co_G,a_An_R,0.7,,,
c_SpCo_R,c_SpCo_R,c_Co_R,1.251,,,
c_Cool,c_Cool,c_Warm,1.401,,,
a_Cool,a_Cool,a_Warm,2.769,,,
a_Tr,a_Tr,a_Co_R,1.418,,,
c_Co_B,c_SpCo_G,c_Co_B,1.568,,,
a_Tr,a_Tr,a_An_B,1.851,,,
a_Co_B,a_Co_B,a_An_B,1.652,,,
a_Co_B,a_Co_B,a_An_R,6.089,,,
a_CC,a_CC,a_Co_R,1.051,,,
c_An_B,c_An_B,c_An_R,0.834,,,
a_SpCo_B,a_Tr,a_SpCo_B,1.651,,,
a_SpCo_G,a_SpCo_G,a_An_B,2.219,,,
a_SpCo_B,a_SpCo_B,a_An_R,0.967,,,
c_SatH_B,c_SatL_B,c_SatH_B,0.734,,,
a_Co_B,a_Tr,a_Co_B,5.455,,,
a_An_R,a_An_G,a_An_R,3.253,,,
a_CC,a_CC,a_Co_G,1.535,,,
a_An_R,a_An_B,a_An_R,1.567,,,
c_An_B,c_SpCo_R,c_An_B,1.335,,,
c_SpCo_B,c_SpCo_B,c_An_G,1.501,,,
c_SpCo_B,c_SpCo_B,c_SpCo_R,2.018,,,
a_SpCo_B,a_SpCo_B,a_Co_G,0.868,,,
c_CC,c_CC,c_SpCo_G,2.952,,,
c_Co_B,c_Co_B,c_An_R,2.27,,,
c_SpCo_G,c_SpCo_G,c_Co_R,3.903,,,
a_Co_R,a_Co_R,a_An_B,4.82,,,
a_SpCo_R,a_SpCo_R,a_An_B,0.734,,,
c_SpCo_B,c_SpCo_B,c_Co_R,1.201,,,
a_SpCo_B,a_SpCo_B,a_An_G,0.851,,,
c_CC,c_CC,c_SpCo_B,0.901,,,
a_Tr,a_Tr,a_An_G,3.135,,,
a_SpCo_B,a_CC,a_SpCo_B,1.353,,,
a_Co_B,a_Co_G,a_Co_B,1.251,,,
a_SpCo_G,a_SpCo_G,a_Co_R,2.535,,,
c_SpCo_B,c_SpCo_B,c_Co_B,1.551,,,
c_An_R,c_An_G,c_An_R,1.918,,,
c_CC,c_CC,c_An_R,0.768,,,
c_Tr,c_Tr,c_An_R,1.768,,,
c_CC,c_CC,c_An_B,1.001,,,
a_Tr,a_Tr,a_SpCo_G,2.919,,,
c_Co_G,c_Co_G,c_An_G,1.417,,,
a_SpCo_R,a_SpCo_R,a_Co_G,1.251,,,
c_CC,c_Tr,c_CC,0.818,,,
a_SpCo_B,a_SpCo_B,a_An_B,0.952,,,
c_An_R,c_SpCo_R,c_An_R,0.884,,,
a_Co_G,a_Co_G,a_An_G,5.22,,,
a_CC,a_CC,a_An_R,0.768,,,
a_SpCo_R,a_SpCo_R,a_An_G,1.434,,,
c_CC,c_CC,c_SpCo_R,0.834,,,
c_SpCo_G,c_SpCo_G,c_Co_G,3.253,,,
c_Co_R,c_Co_G,c_Co_R,2.735,,,
a_CC,a_CC,a_Co_B,0.834,,,
c_Tr,c_Tr,c_SpCo_R,1.286,,,
c_Co_R,c_Co_R,c_An_R,4.12,,,
c_SpCo_B,c_SpCo_G,c_SpCo_B,0.934,,,
c_Tr,c_Tr,c_Co_R,1.518,,,
a_SpCo_G,a_SpCo_G,a_Co_G,3.803,,,
a_Co_B,a_Co_B,a_Co_R,2.735,,,
a_Co_R,a_Co_R,a_An_G,2.369,,,
c_Co_B,c_Co_B,c_Co_R,1.001,,,
c_SatL_R,c_SatL_R,c_SatH_R,1.135,,,
a_CC,a_CC,a_SpCo_R,1.218,,,
c_Co_B,c_Co_B,c_An_G,0.984,,,
c_SpCo_B,c_SpCo_B,c_An_R,1.001,,,
c_SpCo_G,c_Tr,c_SpCo_G,1.217,,,
a_SpCo_B,a_SpCo_G,a_SpCo_B,0.901,,,
a_An_R,a_Tr,a_An_R,1.785,,,
c_CC,c_CC,c_Co_B,0.7,,,
c_An_B,c_An_G,c_An_B,1.151,,,
c_SpCo_B,c_SpCo_B,c_An_B,0.767,,,
c_SpCo_G,c_SpCo_G,c_SpCo_R,2.302,,,
c_SpCo_B,c_SpCo_B,c_Co_G,0.818,,,
c_CC,c_CC,c_Co_R,0.834,,,
c_An_G,c_SpCo_G,c_An_G,3.77,,,
a_CC,a_Tr,a_CC,0.818,,,
a_An_R,a_SpCo_R,a_An_R,1.835,,,
a_An_R,a_Co_R,a_An_R,1.167,,,
c_Co_B,c_Co_G,c_Co_B,0.884,,,
c_Co_B,c_Co_B,c_An_B,0.817,,,
c_An_B,c_Co_G,c_An_B,1.185,,,
a_An_B,a_An_G,a_An_B,1.201,,,
c_SpCo_G,c_SpCo_G,c_An_B,1.451,,,
a_SatL_B,a_SatL_B,a_SatH_B,1.418,,,
a_SpCo_G,a_SpCo_G,a_An_R,2.919,,,
a_SatL_G,a_SatL_G,a_SatH_G,1.101,,,
c_SpCo_R,c_SpCo_R,c_Co_G,0.9,,,
c_SatH_G,c_SatL_G,c_SatH_G,0.851,,,
c_SpCo_G,c_SpCo_G,c_An_R,1.919,,,
a_SpCo_R,a_SpCo_R,a_Co_B,4.487,,,
a_SpCo_B,a_SpCo_B,a_SpCo_R,0.801,,,
c_An_G,c_Tr,c_An_G,2.685,,,
c_SpCo_R,c_SpCo_R,c_An_G,0.901,,,
a_SpCo_R,a_SpCo_R,a_Co_R,2.085,,,
c_CC,c_CC,c_An_G,0.867,,,
c_Co_R,c_Co_R,c_An_B,1.285,,,
a_Co_B,a_SpCo_G,a_Co_B,1.234,,,
a_SpCo_B,a_SpCo_B,a_Co_R,0.801,,,
a_Co_B,a_Co_B,a_An_G,1.252,,,
c_Co_B,c_Tr,c_Co_B,0.817,,,
a_An_B,a_An_B,a_Co_G,0,,,
a_Co_R,a_An_G,a_Co_R,4.204,,,
c_SpCo_R,c_Co_B,c_SpCo_R,10.708,,,
a_CC,a_Co_B,a_CC,14.83,,,
a_Co_B,a_Co_R,a_Co_B,3.921,,,
c_SatL_G,c_SatH_G,c_SatL_G,2.218,,,
a_An_R,a_An_R,a_Co_R,2.919,,,
c_Co_B,c_An_R,c_Co_B,15.947,,,
c_An_B,c_An_B,c_SpCo_R,4.521,,,
a_Co_B,a_Co_B,a_SpCo_B,19.833,,,
c_Co_G,c_An_G,c_Co_G,2.903,,,
c_An_B,c_An_B,c_Tr,2.201,,,
a_CC,a_Co_G,a_CC,16.465,,,
a_An_R,a_An_R,a_SpCo_G,7.14,,,
c_SpCo_G,c_Co_B,c_SpCo_G,1.968,,,
a_CC,a_SpCo_R,a_CC,3.753,,,
c_Tr,c_An_G,c_Tr,1.384,,,
a_SatL_B,a_SatH_B,a_SatL_B,2.536,,,
a_An_B,a_An_B,a_SpCo_G,5.338,,,
c_SpCo_B,c_Co_G,c_SpCo_B,1.568,,,
a_CC,a_CC,a_Tr,8.908,,,
c_CC,c_SpCo_R,c_CC,4.537,,,
c_SpCo_R,c_Co_R,c_SpCo_R,1.902,,,
a_An_B,a_An_R,a_An_B,7.406,,,
a_Co_B,a_Co_B,a_SpCo_R,2.819,,,
c_Co_G,c_Co_R,c_Co_G,2.018,,,
c_An_B,c_An_B,c_Co_B,1.668,,,
a_CC,a_SpCo_B,a_CC,3.554,,,
a_An_R,a_An_R,a_Tr,5.355,,,
c_An_B,c_An_B,c_Co_R,1.317,,,
c_SpCo_B,c_SpCo_B,c_Tr,8.891,,,
c_SpCo_R,c_SpCo_R,c_SpCo_G,2.87,,,
c_An_R,c_An_R,c_Tr,4.303,,,
a_SpCo_B,a_SpCo_B,a_SpCo_G,8.49,,,
c_Co_R,c_An_G,c_Co_R,1.668,,,
a_Co_G,a_An_G,a_Co_G,18.284,,,
a_Co_B,a_Co_B,a_Tr,12.41,,,
c_An_B,c_An_B,c_Co_G,0.05,,,
c_SpCo_B,c_SpCo_R,c_SpCo_B,1.885,,,
c_CC,c_SpCo_G,c_CC,1.851,,,
c_SpCo_R,c_An_G,c_SpCo_R,1.769,,,
c_SpCo_R,c_An_R,c_SpCo_R,8.807,,,
a_CC,a_An_B,a_CC,3.92,,,
c_Cool,c_Warm,c_Cool,5.005,,,
a_Tr,a_SpCo_R,a_Tr,4.821,,,
a_Tr,a_Co_G,a_Tr,4.687,,,
a_SpCo_R,a_Co_R,a_SpCo_R,8.758,,,
c_CC,c_CC,c_Tr,2.519,,,
a_SatL_G,a_SatH_G,a_SatL_G,4.52,,,
a_Tr,a_An_B,a_Tr,13.262,,,
c_An_B,c_An_B,c_An_G,1.518,,,
c_CC,c_Co_B,c_CC,3.102,,,
a_Cool,a_Warm,a_Cool,16.965,,,
a_SpCo_G,a_Co_R,a_SpCo_G,7.039,,,
c_Tr,c_Co_R,c_Tr,2.302,,,
c_SpCo_G,c_An_R,c_SpCo_G,1.952,,,
c_An_B,c_An_R,c_An_B,1.418,,,
a_An_B,a_An_B,a_An_G,2.869,,,
c_CC,c_SpCo_B,c_CC,4.92,,,
c_SpCo_R,c_Co_G,c_SpCo_R,1.752,,,
c_SatL_B,c_SatH_B,c_SatL_B,1.768,,,
c_Co_G,c_Co_B,c_Co_G,5.622,,,
a_Co_B,a_An_G,a_Co_B,3.003,,,
c_SpCo_G,c_An_G,c_SpCo_G,1.501,,,
a_An_B,a_An_B,a_Co_R,3.386,,,
c_SatL_R,c_SatH_R,c_SatL_R,0.984,,,
c_Tr,c_Co_G,c_Tr,7.274,,,
a_SatL_R,a_SatH_R,a_SatL_R,1.267,,,
a_Tr,a_An_G,a_Tr,19.017,,,
a_An_B,a_An_B,a_Co_B,1.868,,,
a_Tr,a_SpCo_B,a_Tr,2.035,,,
a_An_G,a_An_G,a_SpCo_B,6.738,,,
a_CC,a_Co_R,a_CC,3.037,,,
c_SpCo_B,c_Co_B,c_SpCo_B,4.454,,,
c_Co_B,c_Co_R,c_Co_B,2.085,,,
a_SpCo_B,a_SpCo_R,a_SpCo_B,4.62,,,
c_SpCo_G,c_SpCo_B,c_SpCo_G,5.822,,,
c_An_R,c_An_R,c_Co_G,3.553,,,
a_Co_R,a_Co_R,a_Tr,6.589,,,
a_An_R,a_An_R,a_SpCo_B,4.754,,,
a_CC,a_An_R,a_CC,3.404,,,
c_An_R,c_An_R,c_Co_R,6.555,,,
a_Co_G,a_Co_G,a_SpCo_R,2.786,,,
c_CC,c_An_G,c_CC,1.184,,,
c_Tr,c_Co_B,c_Tr,2.168,,,
a_Co_G,a_An_R,a_Co_G,3.771,,,
c_CC,c_An_R,c_CC,1.201,,,
c_SpCo_R,c_SpCo_R,c_Tr,3.353,,,
a_Co_B,a_Co_B,a_SpCo_G,6.939,,,
c_An_B,c_An_B,c_SpCo_B,1.284,,,
a_SpCo_B,a_Co_R,a_SpCo_B,16.081,,,
a_CC,a_SpCo_G,a_CC,1.384,,,
c_SpCo_G,c_Co_R,c_SpCo_G,1.585,,,
c_An_B,c_An_B,c_SpCo_G,0.917,,,
c_An_G,c_An_R,c_An_G,1.418,,,
a_An_G,a_An_G,a_SpCo_R,2.119,,,
a_Co_G,a_Co_B,a_Co_G,3.953,,,
a_SpCo_G,a_SpCo_G,a_Tr,4.321,,,
a_Co_G,a_Co_R,a_Co_G,1.834,,,
c_SpCo_G,c_SpCo_G,c_Tr,1.168,,,
a_An_B,a_An_B,a_SpCo_R,1.568,,,
a_Co_G,a_Co_G,a_SpCo_B,4.104,,,
c_SpCo_G,c_Co_G,c_SpCo_G,1.218,,,
a_SpCo_G,a_SpCo_R,a_SpCo_G,1.835,,,
a_An_G,a_An_R,a_An_G,3.019,,,
a_SpCo_G,a_An_G,a_SpCo_G,6.121,,,
c_CC,c_An_B,c_CC,0.818,,,
c_An_G,c_An_G,c_Co_B,5.722,,,
a_An_R,a_An_R,a_SpCo_R,15.046,,,
c_SpCo_B,c_An_G,c_SpCo_B,2.536,,,
c_SpCo_B,c_Co_R,c_SpCo_B,2.652,,,
c_SpCo_B,c_An_R,c_SpCo_B,4.921,,,
c_CC,c_Co_R,c_CC,1.567,,,
a_SpCo_B,a_An_B,a_SpCo_B,5.038,,,
a_SpCo_G,a_Co_G,a_SpCo_G,7.023,,,
a_Co_B,a_An_R,a_Co_B,4.254,,,
c_CC,c_Co_G,c_CC,11.276,,,
a_CC,a_An_G,a_CC,1.552,,,
a_An_G,a_Tr,a_An_G,1.451,,,
a_An_B,a_SpCo_G,a_An_B,8.09,,,
c_An_B,c_CC,c_An_B,1.434,,,
a_SpCo_G,a_SpCo_G,a_Co_G,4.004,,,
a_An_B,a_Co_G,a_An_B,3.003,,,
a_SpCo_R,a_SpCo_R,a_An_R,5.604,,,
c_An_B,c_Tr,c_An_B,1.401,,,
c_An_B,c_Co_B,c_An_B,0.968,,,
c_SpCo_G,c_SpCo_G,c_Co_G,2.835,,,
c_An_G,c_Tr,c_An_G,6.523,,,
c_An_R,c_SpCo_R,c_An_R,3.336,,,
c_SpCo_B,c_SpCo_B,c_Co_G,3.086,,,
a_SpCo_G,a_SpCo_G,a_An_G,3.086,,,
c_CC,c_CC,c_An_G,2.887,,,
c_SpCo_G,c_SpCo_G,c_Co_B,3.786,,,
a_An_B,a_Tr,a_An_B,1.835,,,
a_An_B,a_SpCo_R,a_An_B,2.085,,,
a_Co_G,a_Co_G,a_Co_B,1.635,,,
a_SpCo_G,a_Tr,a_SpCo_G,2.518,,,
a_SpCo_R,a_SpCo_B,a_SpCo_R,4.622,,,
c_SatL_G,c_SatL_G,c_SatH_G,1.017,,,
a_Co_R,a_SpCo_B,a_Co_R,9.191,,,
c_SpCo_G,c_Tr,c_SpCo_G,1.167,,,
c_CC,c_Tr,c_CC,3.67,,,
c_SpCo_R,c_SpCo_B,c_SpCo_R,6.673,,,
a_SpCo_G,a_SpCo_G,a_An_R,6.589,,,
a_Co_B,a_Co_B,a_Co_R,22.052,,,
a_An_B,a_Co_B,a_An_B,9.425,,,
a_CC,a_CC,a_An_B,6.422,,,
c_An_B,c_SpCo_B,c_An_B,1.568,,,
c_An_R,c_Co_G,c_An_R,1.618,,,
c_SpCo_G,c_SpCo_G,c_SpCo_B,4.721,,,
a_An_R,a_Tr,a_An_R,7.323,,,
c_SpCo_B,c_SpCo_B,c_Co_B,1.585,,,
a_CC,a_CC,a_SpCo_G,1.351,,,
c_An_R,c_SpCo_G,c_An_R,2.218,,,
c_An_R,c_Co_B,c_An_R,0.918,,,
c_SpCo_R,c_SpCo_R,c_Co_R,1.385,,,
c_Tr,c_Tr,c_Co_B,4.537,,,
c_SpCo_R,c_SpCo_R,c_Co_B,1.117,,,
c_Co_G,c_Co_G,c_Co_B,1.769,,,
c_Co_R,c_Co_B,c_Co_R,3.419,,,
c_SpCo_R,c_SpCo_R,c_An_G,2.018,,,
c_SatL_R,c_SatL_R,c_SatH_R,1.368,,,
a_An_G,a_SpCo_R,a_An_G,6.139,,,
a_An_B,a_SpCo_B,a_An_B,1.768,,,
c_CC,c_CC,c_Co_B,1.352,,,
c_CC,c_CC,c_SpCo_B,6.688,,,
a_CC,a_Tr,a_CC,0.918,,,
c_An_R,c_An_G,c_An_R,5.472,,,
a_SatL_B,a_SatL_B,a_SatH_B,2.635,,,
a_CC,a_CC,a_SpCo_B,1.685,,,
a_Co_G,a_Co_G,a_An_R,3.303,,,
c_An_B,c_SpCo_R,c_An_B,1.267,,,
c_An_B,c_Co_G,c_An_B,0.901,,,
c_An_B,c_SpCo_G,c_An_B,1.668,,,
a_Tr,a_Tr,a_SpCo_B,3.904,,,
c_CC,c_CC,c_An_R,1.168,,,
a_CC,a_CC,a_Co_R,0.867,,,
c_SatL_B,c_SatL_B,c_SatH_B,0.917,,,
a_Co_G,a_SpCo_B,a_Co_G,2.269,,,
a_SatL_G,a_SatL_G,a_SatH_G,3.219,,,
c_An_G,c_SpCo_B,c_An_G,0.901,,,
c_SpCo_G,c_SpCo_G,c_SpCo_R,2.369,,,
a_Warm,a_Cool,a_Warm,7.74,,,
a_Co_G,a_Co_G,a_Co_R,4.387,,,
c_SpCo_R,c_SpCo_R,c_Co_G,2.135,,,
a_An_B,a_An_B,a_An_R,10.643,,,
c_An_B,c_An_B,c_An_R,1.168,,,
a_Co_G,a_SpCo_R,a_Co_G,2.685,,,
a_An_B,a_An_G,a_An_B,2.485,,,
c_Co_B,c_Co_B,c_An_G,6.856,,,
a_An_B,a_Co_R,a_An_B,2.219,,,
a_Co_B,a_Co_B,a_An_R,1.802,,,
a_SpCo_B,a_SpCo_B,a_Co_B,4.136,,,
a_Co_R,a_Tr,a_Co_R,3.437,,,
a_SatL_R,a_SatL_R,a_SatH_R,1.217,,,
a_Co_B,a_SpCo_G,a_Co_B,2.335,,,
a_Co_B,a_SpCo_R,a_Co_B,0.918,,,
a_An_R,a_SpCo_B,a_An_R,3.353,,,
c_Co_G,c_Co_G,c_Co_R,1.652,,,
a_Tr,a_Tr,a_Co_G,12.326,,,
a_SpCo_G,a_SpCo_G,a_Co_R,8.692,,,
c_An_B,c_Co_R,c_An_B,1.117,,,
c_An_B,c_An_G,c_An_B,0.768,,,
c_SpCo_G,c_SpCo_G,c_Co_R,2.068,,,
c_SpCo_R,c_Tr,c_SpCo_R,2.385,,,
a_SpCo_B,a_SpCo_G,a_SpCo_B,2.953,,,
c_Tr,c_Tr,c_Co_R,1.201,,,
a_An_R,a_Co_R,a_An_R,6.656,,,
a_An_G,a_SpCo_B,a_An_G,3.72,,,
a_CC,a_CC,a_An_R,1.034,,,
c_Tr,c_Tr,c_Co_G,1.418,,,
a_Co_R,a_Co_R,a_An_G,5.003,,,
c_CC,c_CC,c_SpCo_R,0.735,,,
a_CC,a_CC,a_Co_G,0.701,,,
c_SpCo_G,c_SpCo_G,c_An_G,1.585,,,
a_Co_R,a_SpCo_R,a_Co_R,2.669,,,
a_An_G,a_Co_B,a_An_G,2.785,,,
a_CC,a_CC,a_Co_B,1.785,,,
a_CC,a_CC,a_An_G,0.967,,,
c_SpCo_B,c_SpCo_B,c_Co_R,1.068,,,
a_An_G,a_Co_G,a_An_G,2.785,,,
c_An_R,c_Co_R,c_An_R,0.884,,,
a_An_R,a_An_G,a_An_R,17.065,,,
c_CC,c_CC,c_SpCo_G,0.868,,,
c_Co_G,c_Co_G,c_An_G,2.169,,,
c_CC,c_CC,c_Co_R,0.751,,,
c_Tr,c_Tr,c_An_R,2.051,,,
c_CC,c_CC,c_Co_G,2.302,,,
a_Co_B,a_Tr,a_Co_B,6.706,,,
c_SpCo_B,c_SpCo_B,c_An_R,1.05,,,
c_Cool,c_Cool,c_Warm,3.67,,,
c_An_G,c_Co_R,c_An_G,3.487,,,
a_Tr,a_Tr,a_SpCo_R,1.168,,,
a_SpCo_G,a_SpCo_G,a_SpCo_R,1.201,,,
a_CC,a_CC,a_SpCo_R,0.65,,,
c_SpCo_B,c_Tr,c_SpCo_B,1.034,,,
c_An_G,c_An_R,c_An_G,0,,,
a_Tr,a_An_B,a_Tr,14.612,,,
c_Co_R,c_Co_R,c_SpCo_R,5.555,,,
a_Co_R,a_Co_R,a_Tr,5.638,,,
c_CC,c_SpCo_G,c_CC,4.253,,,
c_Co_B,c_Co_B,c_Co_G,1.685,,,
c_Co_B,c_An_R,c_Co_B,3.888,,,
c_Co_R,c_Co_R,c_SpCo_B,4.52,,,
c_Tr,c_SpCo_B,c_Tr,4.854,,,
a_An_B,a_An_B,a_SpCo_R,4.02,,,
a_SatL_R,a_SatH_R,a_SatL_R,2.936,,,
a_CC,a_An_B,a_CC,1.702,,,
c_SpCo_R,c_SpCo_R,c_CC,2.335,,,
a_Co_R,a_An_R,a_Co_R,3.953,,,
a_Co_B,a_Co_B,a_Co_G,1.585,,,
c_Tr,c_CC,c_Tr,4.887,,,
a_SpCo_B,a_Co_B,a_SpCo_B,3.37,,,
c_CC,c_Co_G,c_CC,2.069,,,
a_SpCo_R,a_An_G,a_SpCo_R,3.769,,,
c_SpCo_R,c_An_G,c_SpCo_R,4.321,,,
a_Warm,a_Warm,a_Cool,3.819,,,
a_An_B,a_An_B,a_An_G,1.835,,,
c_Co_B,c_Co_B,c_SpCo_B,2.403,,,
a_SatL_G,a_SatH_G,a_SatL_G,5.038,,,
c_An_B,c_An_B,c_SpCo_G,4.153,,,
c_An_G,c_An_G,c_Co_G,1.401,,,
c_Co_R,c_Co_R,c_SpCo_G,2.118,,,
a_CC,a_Co_G,a_CC,1.602,,,
c_An_G,c_An_G,c_SpCo_B,3.52,,,
c_Tr,c_SpCo_G,c_Tr,4.154,,,
a_CC,a_SpCo_G,a_CC,4.136,,,
a_Co_B,a_Co_B,a_SpCo_R,4.07,,,
c_An_B,c_An_B,c_Tr,6.039,,,
a_SpCo_G,a_Co_G,a_SpCo_G,1.902,,,
c_SatL_G,c_SatH_G,c_SatL_G,2.919,,,
a_Co_R,a_Co_R,a_SpCo_R,5.888,,,
a_SpCo_R,a_An_R,a_SpCo_R,1.301,,,
c_SpCo_R,c_An_B,c_SpCo_R,3.12,,,
a_CC,a_An_R,a_CC,1.018,,,
a_An_B,a_An_R,a_An_B,3.669,,,
a_SpCo_B,a_An_B,a_SpCo_B,1.268,,,
c_SpCo_G,c_An_R,c_SpCo_G,3.62,,,
a_Co_R,a_An_G,a_Co_R,3.819,,,
a_CC,a_SpCo_R,a_CC,2.536,,,
a_SpCo_B,a_SpCo_B,a_SpCo_G,3.37,,,
a_Co_B,a_Co_B,a_Tr,2.252,,,
c_An_G,c_An_G,c_SpCo_G,2.886,,,
c_Tr,c_An_G,c_Tr,6.054,,,
a_SpCo_G,a_An_G,a_SpCo_G,5.072,,,
a_SpCo_R,a_SpCo_R,a_SpCo_B,3.77,,,
a_An_R,a_An_R,a_Co_G,2.735,,,
c_SpCo_R,c_Co_G,c_SpCo_R,2.352,,,
c_Co_R,c_An_R,c_Co_R,1.118,,,
a_An_B,a_An_B,a_Co_G,2.852,,,
c_Co_B,c_An_G,c_Co_B,2.135,,,
a_CC,a_An_G,a_CC,2.337,,,
a_Co_B,a_Co_R,a_Co_B,9.457,,,
a_Co_R,a_Co_R,a_SpCo_G,2.235,,,
a_SpCo_B,a_Co_G,a_SpCo_B,1.768,,,
a_Co_B,a_An_B,a_Co_B,1.251,,,
a_SatL_B,a_SatH_B,a_SatL_B,2.72,,,
a_Tr,a_An_G,a_Tr,5.521,,,
c_SpCo_R,c_SpCo_R,c_SpCo_B,3.119,,,
c_CC,c_SpCo_B,c_CC,5.788,,,
a_SpCo_R,a_Co_G,a_SpCo_R,1.285,,,
c_An_B,c_An_B,c_CC,1.719,,,
a_Tr,a_Co_G,a_Tr,1.985,,,
a_SpCo_B,a_An_G,a_SpCo_B,1.785,,,
a_Tr,a_An_R,a_Tr,2.168,,,
a_CC,a_Co_R,a_CC,8.54,,,
c_Co_B,c_An_B,c_Co_B,0.784,,,
a_SpCo_R,a_SpCo_R,a_Tr,3.587,,,
c_An_R,c_An_R,c_Co_G,3.487,,,
a_Co_B,a_An_R,a_Co_B,1.584,,,
c_SatL_B,c_SatH_B,c_SatL_B,2.636,,,
c_SpCo_B,c_An_B,c_SpCo_B,3.369,,,
a_An_R,a_An_R,a_SpCo_G,5.022,,,
c_CC,c_An_G,c_CC,3.603,,,
a_SpCo_R,a_SpCo_R,a_SpCo_G,1.818,,,
c_Co_G,c_Co_G,c_SpCo_B,4.787,,,
a_CC,a_SpCo_B,a_CC,1.468,,,
a_Co_B,a_An_G,a_Co_B,2.435,,,
a_Co_R,a_Co_R,a_SpCo_B,1.953,,,
c_Co_B,c_Co_R,c_Co_B,0.934,,,
a_An_B,a_An_B,a_SpCo_G,3.069,,,
c_Co_R,c_Co_R,c_Tr,2.502,,,
a_CC,a_Co_B,a_CC,2.835,,,
c_An_B,c_An_B,c_An_G,3.12,,,
c_An_R,c_An_R,c_SpCo_B,1.868,,,
a_SpCo_B,a_SpCo_B,a_Tr,2.101,,,
